gene_id	Gene names	type
ENSMUSG00000034640	Tiparp	nucleus
ENSMUSG00000034641	Cd300ld Clm5 Lmir4	integral membrane
ENSMUSG00000034648	Lrrn1 Kiaa1497	integral membrane
ENSMUSG00000034652	Cd300a Clm8 Lmir1 Mcpir1	integral membrane
ENSMUSG00000034653	Ythdc2	nucleus
ENSMUSG00000034656	Cacna1a Caca1a Cach4 Cacn3 Cacnl1a4 Ccha1a	nucleus
ENSMUSG00000034659	Tmem109	integral membrane
ENSMUSG00000034663	Bmp2k Bike	nucleus
ENSMUSG00000034667	Xpot	cytoplasm
ENSMUSG00000034673	Pbx2	nucleus
ENSMUSG00000034674	Tdg	nucleus
ENSMUSG00000034675	Dbn1 Drba	cytoplasm
ENSMUSG00000034677	Gpr142	integral membrane
ENSMUSG00000034681	Rnps1	nucleus
ENSMUSG00000034683	Ppp1r1c	cytoplasm
ENSMUSG00000034685	Fam171a2	integral membrane
ENSMUSG00000034686	Prr7	integral membrane
ENSMUSG00000034687	Fras1 Kiaa1500	integral membrane
ENSMUSG00000034701	Neurod1 Neurod	nucleus
ENSMUSG00000034706	Dnai2 Dnaic2	cytoplasm
ENSMUSG00000034714	Ttyh2	integral membrane
ENSMUSG00000034723	Tmx4 D2Bwg1356e Kiaa1162 Txndc13	integral membrane
ENSMUSG00000034724	Cnot6l	nucleus
ENSMUSG00000034731	Dgkh	cytoplasm
ENSMUSG00000034738	Nostrin Daip2	nucleus
ENSMUSG00000034739	Mfrp	integral membrane
ENSMUSG00000034748	Sirt6 Sir2l6	nucleus
ENSMUSG00000034751	Mast4	cytoplasm
ENSMUSG00000034757	Tmub2	integral membrane
ENSMUSG00000034758	Tle6 Grg6	nucleus
ENSMUSG00000034761	Map4k5	cytoplasm
ENSMUSG00000034762	Glis1 Gli5	nucleus
ENSMUSG00000034771	Tle2 Grg2	nucleus
ENSMUSG00000034773	Hrob	nucleus
ENSMUSG00000034774	Dsg1c Dsg6	integral membrane
ENSMUSG00000034777	Vax2 Vex	nucleus
ENSMUSG00000034780	B3galt1	integral membrane
ENSMUSG00000034781	Gna11 Gna-11	cytoplasm
ENSMUSG00000034786	Gpsm3	cytoplasm
ENSMUSG00000034793	G6pc3 Ugrp	integral membrane
ENSMUSG00000034796	Cpne7	nucleus
ENSMUSG00000034800	Znf2 Zfp661	nucleus
ENSMUSG00000034820	Cpsf7	nucleus
ENSMUSG00000034832	Tet3	nucleus
ENSMUSG00000034833	Tespa1	cytoplasm
ENSMUSG00000034837	Gnat1 Gnat-1	cytoplasm
ENSMUSG00000034839	Larp6	nucleus
ENSMUSG00000034848	Ttc21b Ift139 Kiaa1992 Thm1	cytoplasm
ENSMUSG00000034850	Tmem127	integral membrane
ENSMUSG00000034853	Acot11 Bfit Thea	cytoplasm
ENSMUSG00000034863	Ano8 Kiaa1623 Tmem16h	integral membrane
ENSMUSG00000034871	Fam151a	integral membrane
ENSMUSG00000034881	Tbxa2r	integral membrane
ENSMUSG00000034889	Cactin	nucleus
ENSMUSG00000034891	Sncb	cytoplasm
ENSMUSG00000034906	Ncaph Brrn Brrn1 Caph	nucleus
ENSMUSG00000034908	Sidt2	integral membrane
ENSMUSG00000034910	Pygo1	nucleus
ENSMUSG00000034926	Dhcr24 Kiaa0018	integral membrane
ENSMUSG00000034931	Dhx8	nucleus
ENSMUSG00000034936	Arl4d Arf4l Arl5	nucleus
ENSMUSG00000034947	Tmem106a	integral membrane
ENSMUSG00000034957	Cebpa Cebp	nucleus
ENSMUSG00000034958	Atcay	cytoplasm
ENSMUSG00000034968	Lbx2 Lbx2h	nucleus
ENSMUSG00000034974	Dapk3 Zipk	nucleus
ENSMUSG00000034981	Parm1	integral membrane
ENSMUSG00000034994	Eef2	cytoplasm
ENSMUSG00000034997	Htr2a Htr2	cytoplasm
ENSMUSG00000035000	Dpp4 Cd26	integral membrane
ENSMUSG00000035004	Igsf6	integral membrane
ENSMUSG00000035011	Zbtb7a Lrf Zbtb7	nucleus
ENSMUSG00000035027	Map2k2 Mek2 Mkk2 Prkmk2	nucleus
ENSMUSG00000035032	Nek11	nucleus
ENSMUSG00000035033	Tbr1	nucleus
ENSMUSG00000035041	Creb3l3 Crebh	integral membrane
ENSMUSG00000035042	Ccl5 Scya5	cytoplasm
ENSMUSG00000035049	Rrp12 Kiaa0690	integral membrane
ENSMUSG00000035057	Mgat4d	integral membrane
ENSMUSG00000035062	Zc4h2 Hca127 Kiaa1166	nucleus
ENSMUSG00000035067	Xkr6	integral membrane
ENSMUSG00000035069	Oma1	integral membrane
ENSMUSG00000035078	Mtmr9 Mtmr3	cytoplasm
ENSMUSG00000035086	Becn1	nucleus
ENSMUSG00000035104	Eva1a Fam176a Tmem166	integral membrane
ENSMUSG00000035112	Wnk4 Prkwnk4	cytoplasm
ENSMUSG00000035121	Neil2 Gm1212	cytoplasm
ENSMUSG00000035125	Gcfc2 Gcf Tcf9	nucleus
ENSMUSG00000035148	Gpr33	integral membrane
ENSMUSG00000035150	Eif2s3x	cytoplasm
ENSMUSG00000035158	Mitf Bw Mi Vit	nucleus
ENSMUSG00000035161	Ints6 Dbi1 Ddx26	nucleus
ENSMUSG00000035164	Zc3h12c Kiaa1726	nucleus
ENSMUSG00000035165	Kcne3	cytoplasm
ENSMUSG00000035183	Slc24a5 Nckx5	integral membrane
ENSMUSG00000035186	Ubd Fat10	nucleus
ENSMUSG00000035187	Nkx6-1 Nkx6.1 Nkx6a	nucleus
ENSMUSG00000035189	Ano4 Tmem16d	integral membrane
ENSMUSG00000035191	Rfpl4a Rfpl4	nucleus
ENSMUSG00000035198	Tubg1 Tubg	nucleus
ENSMUSG00000035199	Arl6ip5 Aip5 Jwa Pra2 Praf3	integral membrane
ENSMUSG00000035203	Epn1	nucleus
ENSMUSG00000035208	Slfn8	cytoplasm
ENSMUSG00000035211	Xrra1	nucleus
ENSMUSG00000035212	Leprot Lepr Obr	integral membrane
ENSMUSG00000035215	Lsm7	nucleus
ENSMUSG00000035227	Spcs2 Spc25	integral membrane
ENSMUSG00000035234	Abraxas1 Abra1 Ccdc98 Fam175a	nucleus
ENSMUSG00000035235	Trim13 Rfp2	integral membrane
ENSMUSG00000035236	Scai	integral membrane
ENSMUSG00000035239	Neu3	cytoplasm
ENSMUSG00000035242	Oaz1 Oaz	nucleus
ENSMUSG00000035266	Helq Hel308	nucleus
ENSMUSG00000035268	Pkig	nucleus
ENSMUSG00000035270	Impg2	integral membrane
ENSMUSG00000035273	Hpse Hpa	nucleus
ENSMUSG00000035274	Tpbg 5t4	integral membrane
ENSMUSG00000035275	Raver2 Kiaa1579	nucleus
ENSMUSG00000035277	Arx	nucleus
ENSMUSG00000035279	Ssc5d S5D-SRCRB	cytoplasm
ENSMUSG00000035283	Adrb1 Adrb1r	nucleus
ENSMUSG00000035285	Nat14	integral membrane
ENSMUSG00000035293	G2e3 Kiaa1333	nucleus
ENSMUSG00000035296	Sgcg	cytoplasm
ENSMUSG00000035299	Mid1 Fxy Trim18	cytoplasm
ENSMUSG00000035305	Ror1 Ntrkr1	cytoplasm
ENSMUSG00000035311	Gnptab Gnpta Kiaa1208	integral membrane
ENSMUSG00000035314	Gdpd5 Gde2	integral membrane
ENSMUSG00000035325	Sec31a Sec31l1	cytoplasm
ENSMUSG00000035337	Uchl4	cytoplasm
ENSMUSG00000035342	Lzts2 Kiaa1813 Lapser1	cytoplasm
ENSMUSG00000035356	Nfkbiz Inap Mail	nucleus
ENSMUSG00000035357	Pdzrn3 Kiaa1095 Semcap3	cytoplasm
ENSMUSG00000035372		integral membrane
ENSMUSG00000035378	Shq1	cytoplasm
ENSMUSG00000035383	Pmch Mch	nucleus
ENSMUSG00000035385	Ccl2 Je Mcp1 Scya2	cytoplasm
ENSMUSG00000035390	Brsk1 Gm1100 Sadb	nucleus
ENSMUSG00000035397	Klf16 Bteb4 Drrf	nucleus
ENSMUSG00000035403	Crb2	integral membrane
ENSMUSG00000035407	Kank4 Ankrd38	cytoplasm
ENSMUSG00000035413	Tmem98	integral membrane
ENSMUSG00000035420	Fam170a Gm93 Znfd	nucleus
ENSMUSG00000035427	Mageb4	cytoplasm
ENSMUSG00000035429	Ptprh SAP-1	integral membrane
ENSMUSG00000035431	Sstr1 Smstr1	cytoplasm
ENSMUSG00000035435	Abca17	integral membrane
ENSMUSG00000035439	Haus8 Hice1	cytoplasm
ENSMUSG00000035441	Myo1d	cytoplasm
ENSMUSG00000035443	Thyn1 Thy28	nucleus
ENSMUSG00000035448	Ccr3 Cmkbr1l2 Cmkbr3	integral membrane
ENSMUSG00000035451	Foxa1 Hnf3a Tcf-3a Tcf3a	nucleus
ENSMUSG00000035455	Fignl1	nucleus
ENSMUSG00000035458	Tnni3	cytoplasm
ENSMUSG00000035472	Slc25a21 Odc	integral membrane
ENSMUSG00000035473	Galm	cytoplasm
ENSMUSG00000035478	Mbd3	nucleus
ENSMUSG00000035486	Plk5	nucleus
ENSMUSG00000035498	Cdcp1	integral membrane
ENSMUSG00000035504	Reep6 Dp1l1 Tb2l1	integral membrane
ENSMUSG00000035506	Slc12a8 Ccc9	integral membrane
ENSMUSG00000035509	Fbxl21 Fbl21 Fbxl3b	nucleus
ENSMUSG00000035517	Tdrd7 Pctaire2bp	cytoplasm
ENSMUSG00000035522	Tsga8 Halapx	nucleus
ENSMUSG00000035529	Prdm4	nucleus
ENSMUSG00000035540	Gc	cytoplasm
ENSMUSG00000035545	Leng8	nucleus
ENSMUSG00000035547	Capn5 Ncl3	cytoplasm
ENSMUSG00000035557	Krt17 Krt1-17	cytoplasm
ENSMUSG00000035559	Mpv17l2 Fksg24	integral membrane
ENSMUSG00000035569	Ankrd11	nucleus
ENSMUSG00000035576	L3mbtl1 Kiaa0681 L3mbt L3mbtl	nucleus
ENSMUSG00000035578	Iqcg Drc9	cytoplasm
ENSMUSG00000035582	Gdpd4 Gde6	integral membrane
ENSMUSG00000035595	Fam174c	integral membrane
ENSMUSG00000035596	Mboat7 Bb1 Leng4 Lpiat1 Oact7	integral membrane
ENSMUSG00000035601	Trmt10b Rg9mtd3	nucleus
ENSMUSG00000035620	Ric8b	cytoplasm
ENSMUSG00000035621	Midn	nucleus
ENSMUSG00000035626	Olfr1509 MOR244-3 MOR83	integral membrane
ENSMUSG00000035632	Cnot3 Not3	nucleus
ENSMUSG00000035637	Grhpr Glxr	cytoplasm
ENSMUSG00000035640	Cbarp Barp Dos R29144/1	integral membrane
ENSMUSG00000035642	Aamdc	cytoplasm
ENSMUSG00000035673	Sbno2 Sno Stno	nucleus
ENSMUSG00000035674	Ndufa3	integral membrane
ENSMUSG00000035678	Tnfsf9 Cd137l Cd157l Ly63l	integral membrane
ENSMUSG00000035681	Kcnc2	integral membrane
ENSMUSG00000035683	Melk Kiaa0175 Pk38	nucleus
ENSMUSG00000035692	Isg15 G1p2 Ucrp	nucleus
ENSMUSG00000035696	Rnf38	nucleus
ENSMUSG00000035697	Arhgap45 Hmha1	cytoplasm
ENSMUSG00000035699	Slc51a Osta	integral membrane
ENSMUSG00000035704	Alg8 Gm1089	integral membrane
ENSMUSG00000035711	Dok3 Dokl	cytoplasm
ENSMUSG00000035722	Abca7	integral membrane
ENSMUSG00000035725	Prkx Pkare	nucleus
ENSMUSG00000035754	Wdr18	cytoplasm
ENSMUSG00000035762	Tmem161b	integral membrane
ENSMUSG00000035765	Dym	cytoplasm
ENSMUSG00000035773	Kiss1r Gpr54	integral membrane
ENSMUSG00000035775	Krt20	cytoplasm
ENSMUSG00000035776	Cd99l2 Mic2l1	integral membrane
ENSMUSG00000035778	Ggta1 Ggta-1	integral membrane
ENSMUSG00000035780	Ugt2a3	integral membrane
ENSMUSG00000035781	R3hdm4	nucleus
ENSMUSG00000035783	Acta2 Actsa Actvs	cytoplasm
ENSMUSG00000035785	Cmtm2b Cklfsf2b	integral membrane
ENSMUSG00000035790	Cep19	cytoplasm
ENSMUSG00000035798	Zdhhc17 Hip14 Kiaa0946	integral membrane
ENSMUSG00000035799	Twist1 Twist	nucleus
ENSMUSG00000035805	Mlc1	integral membrane
ENSMUSG00000035828	Pim3	cytoplasm
ENSMUSG00000035831	Krt25	cytoplasm
ENSMUSG00000035834	Polr3g	nucleus
ENSMUSG00000035840	Lysmd3	integral membrane
ENSMUSG00000035842	Ddx11	nucleus
ENSMUSG00000035845	Alg12	integral membrane
ENSMUSG00000035851	Ythdc1 Kiaa1966	nucleus
ENSMUSG00000035863	Palm	cytoplasm
ENSMUSG00000035864	Syt1	cytoplasm
ENSMUSG00000035873	Pawr Par4	nucleus
ENSMUSG00000035877	Zhx3 Kiaa0395 Tix1	nucleus
ENSMUSG00000035878	Hykk Agphd1	cytoplasm
ENSMUSG00000035885	Cox8a Cox8 Cox8l	integral membrane
ENSMUSG00000035890	Rnf126	nucleus
ENSMUSG00000035891	Cerk	integral membrane
ENSMUSG00000035898	Uba6 Ube1l2	nucleus
ENSMUSG00000035900	Gramd4 Dip Kiaa0767	integral membrane
ENSMUSG00000035910	Dcdc2 Dcdc2a Kiaa1154	cytoplasm
ENSMUSG00000035914	Cd276 B7h3	integral membrane
ENSMUSG00000035916	Ptprq	integral membrane
ENSMUSG00000035919	Bbs9 Pthb1	cytoplasm
ENSMUSG00000035923	Myf6 Mrf4 Myf-6	nucleus
ENSMUSG00000035934	Pknox2 Prep2	nucleus
ENSMUSG00000035941	Ibtk Kiaa1417	cytoplasm
ENSMUSG00000035946	Gsx2 Gsh-2 Gsh2	nucleus
ENSMUSG00000035951	Ascl3 Mash3 Sgn1	nucleus
ENSMUSG00000035953	Pip4p1 Tmem55b	integral membrane
ENSMUSG00000035958	Tdp2 Ttrap	nucleus
ENSMUSG00000035960	Apex1 Ape Apex Ref1	nucleus
ENSMUSG00000035964	Tmem59l Bsmap	integral membrane
ENSMUSG00000035992	Fnip1 Kiaa1961	cytoplasm
ENSMUSG00000036002	Fam214b Kiaa1539	nucleus
ENSMUSG00000036006	Ripor2 Fam65b Kiaa0386	cytoplasm
ENSMUSG00000036019	Tmtc2	integral membrane
ENSMUSG00000036023	Parp2 Adprt2 Adprtl2 Aspartl2	nucleus
ENSMUSG00000036026	Tmem63b	integral membrane
ENSMUSG00000036030	Prtg	integral membrane
ENSMUSG00000036036	Zfp57	nucleus
ENSMUSG00000036052	Dnajb5 Hsc40	nucleus
ENSMUSG00000036057	Ptpn23 Kiaa1471	nucleus
ENSMUSG00000036067	Slc2a6 Glut6	integral membrane
ENSMUSG00000036078	Sigmar1 Oprs1	integral membrane
ENSMUSG00000036098	Myrf Gm1804 Gm98 Mrf	integral membrane
ENSMUSG00000036099	Vezt	integral membrane
ENSMUSG00000036103	Colec12 Clp1 Srcl	integral membrane
ENSMUSG00000036104	Rab3gap1 Kiaa0066 Rab3gap	cytoplasm
ENSMUSG00000036109	Mbnl3 Chcr Mbxl	cytoplasm
ENSMUSG00000036110	Slc17a2 Npt3	integral membrane
ENSMUSG00000036111	Lmo1 Rbtn1 Rhom1 Ttg1	nucleus
ENSMUSG00000036112	Metap2 Mnpep P67eif2	cytoplasm
ENSMUSG00000036114	Rpp25l	nucleus
ENSMUSG00000036120	Rfxank Rfxb Tvl1	nucleus
ENSMUSG00000036123	Slc9a3	integral membrane
ENSMUSG00000036136	Fam110c	nucleus
ENSMUSG00000036139	Hoxc9 Hox-3.2 Hoxc-9	nucleus
ENSMUSG00000036144	Meox2 Gax Mox-2 Mox2	nucleus
ENSMUSG00000036155	Mgat5	integral membrane
ENSMUSG00000036158	Prickle1	nucleus
ENSMUSG00000036168	Ccdc38	cytoplasm
ENSMUSG00000036172	Cd200r3 Cd200rlb	integral membrane
ENSMUSG00000036180	Gatad2a	nucleus
ENSMUSG00000036181	H1-2 H1f2 Hist1h1c	nucleus
ENSMUSG00000036186	Dipk1b Fam69b Pip49	integral membrane
ENSMUSG00000036192	Rorb Nr1f2	nucleus
ENSMUSG00000036197	Gxylt1 Glt8d3 Gm87	integral membrane
ENSMUSG00000036199	Ndufa13 Grim19	integral membrane
ENSMUSG00000036202	Rif1	nucleus
ENSMUSG00000036206	Sh3bp4	nucleus
ENSMUSG00000036208	Nepro	nucleus
ENSMUSG00000036225	Kctd1	nucleus
ENSMUSG00000036242	Armh4	integral membrane
ENSMUSG00000036251	Trpm8 Ltrpc6 Trpp8	integral membrane
ENSMUSG00000036257	Pnpla8 Ipla22 Ipla2g	integral membrane
ENSMUSG00000036273	Lrrk2	cytoplasm
ENSMUSG00000036275	Kct2	integral membrane
ENSMUSG00000036278	Macrod1 Lrp16	nucleus
ENSMUSG00000036281	Snapc4	nucleus
ENSMUSG00000036282	Naa30 Mak3 Nat12	nucleus
ENSMUSG00000036292	Gramd1c	integral membrane
ENSMUSG00000036295	Lrrn3	integral membrane
ENSMUSG00000036298	Slc2a13	cytoplasm
ENSMUSG00000036304	Zdhhc23 Gm779	integral membrane
ENSMUSG00000036306	Lzts1 Fez1	cytoplasm
ENSMUSG00000036309	Skp1 Skp1a	nucleus
ENSMUSG00000036330	Slc18a1 Vmat1	integral membrane
ENSMUSG00000036339	Tmem260	integral membrane
ENSMUSG00000036356	Csgalnact1 Chgn Galnact1	integral membrane
ENSMUSG00000036362	P2yr13 Gpr86	integral membrane
ENSMUSG00000036368	Rmdn2 Fam82a Fam82a1	integral membrane
ENSMUSG00000036371	Serbp1 Pairbp1	nucleus
ENSMUSG00000036372	Tmem258	integral membrane
ENSMUSG00000036381	P2ry14 Gpr105	integral membrane
ENSMUSG00000036390	Gadd45a Ddit1 Gadd45	nucleus
ENSMUSG00000036401	Glt6d1	integral membrane
ENSMUSG00000036403	Cep135 Cep4 Kiaa0635	cytoplasm
ENSMUSG00000036427	Gpi Gpi1	cytoplasm
ENSMUSG00000036432	Siah2	cytoplasm
ENSMUSG00000036435	Exoc1 Sec3 Sec3l1	cytoplasm
ENSMUSG00000036437	Npy1r	integral membrane
ENSMUSG00000036438	Calm2 Cam2 CamC	nucleus
ENSMUSG00000036438	Calm1 Calm Cam Cam1	nucleus
ENSMUSG00000036438	Calm3 Cam3 Camc	nucleus
ENSMUSG00000036450	Hif1an	nucleus
ENSMUSG00000036452	Arhgap26 Kiaa0621	cytoplasm
ENSMUSG00000036459	Wtip	nucleus
ENSMUSG00000036461	Elf1	nucleus
ENSMUSG00000036466	Megf11 Kiaa1781	integral membrane
ENSMUSG00000036469	Marchf1 March1	integral membrane
ENSMUSG00000036473	Tbc1d24 Kiaa1171	cytoplasm
ENSMUSG00000036478	Btg1	nucleus
ENSMUSG00000036502	Tmem255a Fam70a	integral membrane
ENSMUSG00000036503	Rnf13 Rzf	integral membrane
ENSMUSG00000036510	Cdh8	integral membrane
ENSMUSG00000036513	Commd2	cytoplasm
ENSMUSG00000036523	Greb1 Kiaa0575	integral membrane
ENSMUSG00000036526	Card11	cytoplasm
ENSMUSG00000036529	Sbf1 Kiaa3020 Mtmr5	cytoplasm
ENSMUSG00000036533	Cdc42ep3 Borg2 Cep3	cytoplasm
ENSMUSG00000036534	Slc38a7 Snat7	integral membrane
ENSMUSG00000036550	Cnot1 Kiaa1007	nucleus
ENSMUSG00000036557	Stpg4	nucleus
ENSMUSG00000036564	Ndrg4 Kiaa1180 Ndr4	cytoplasm
ENSMUSG00000036565	Ttyh3 Kiaa1691	integral membrane
ENSMUSG00000036574	Tex44	cytoplasm
ENSMUSG00000036578	Fxyd7	integral membrane
ENSMUSG00000036585	Fgf1 Fgf-1 Fgfa	nucleus
ENSMUSG00000036586	Grifin	cytoplasm
ENSMUSG00000036587	Fut7	integral membrane
ENSMUSG00000036594	H2-Aa	integral membrane
ENSMUSG00000036599	Chst12	integral membrane
ENSMUSG00000036602	Alx1 Cart1	nucleus
ENSMUSG00000036617	Skt Etl4 Kiaa1217	cytoplasm
ENSMUSG00000036620	Mgat4b	integral membrane
ENSMUSG00000036632	Alg5	integral membrane
ENSMUSG00000036634	Mag	cytoplasm
ENSMUSG00000036636	Clcn7 Clc7	integral membrane
ENSMUSG00000036639	Nudt1 Mth1	nucleus
ENSMUSG00000036644	Tbc1d9b Kiaa0676	integral membrane
ENSMUSG00000036646	Man1b1	integral membrane
ENSMUSG00000036658	Olfr11 Mor256-11	integral membrane
ENSMUSG00000036686	Cc2d1a	nucleus
ENSMUSG00000036687	Tmem184a Sdmg1	integral membrane
ENSMUSG00000036698	Ago2 Eif2c2 Kiaa4215	nucleus
ENSMUSG00000036699	Zcchc12 Sizn1	nucleus
ENSMUSG00000036707	Cab39 Mo25	cytoplasm
ENSMUSG00000036721	Zscan12 Zfp96 Znf96	nucleus
ENSMUSG00000036733	Rbm42	nucleus
ENSMUSG00000036743	Psma8 Psma7l	nucleus
ENSMUSG00000036752	Tubb4b Tubb2c	cytoplasm
ENSMUSG00000036764	Dnajc12 Jdp1	cytoplasm
ENSMUSG00000036766	Dner Bet Bret	integral membrane
ENSMUSG00000036768	Kif15 Klp2 Knsl7	cytoplasm
ENSMUSG00000036781	Rps27l	nucleus
ENSMUSG00000036790	Slitrk2	integral membrane
ENSMUSG00000036792	Mbd5	nucleus
ENSMUSG00000036810	Cnep1r1 Tmem188	integral membrane
ENSMUSG00000036813	Entpd8	integral membrane
ENSMUSG00000036816	Atoh7 Ath5	nucleus
ENSMUSG00000036817	Sun1 Unc84a	integral membrane
ENSMUSG00000036819	Jmjd4	cytoplasm
ENSMUSG00000036822	Topors	nucleus
ENSMUSG00000036825	Ssx2ip	nucleus
ENSMUSG00000036826	Igflr1 Tmem149	integral membrane
ENSMUSG00000036832	Lpar3 Edg7 Lpa3	integral membrane
ENSMUSG00000036833	Pnpla7	integral membrane
ENSMUSG00000036834	Plch1 Kiaa1069 Plcl3	cytoplasm
ENSMUSG00000036835	Psenen Pen2	integral membrane
ENSMUSG00000036840	Siah1a	nucleus
ENSMUSG00000036853	Mcoln3	integral membrane
ENSMUSG00000036854	Hspb6 Gm479	nucleus
ENSMUSG00000036855	Gjd4	integral membrane
ENSMUSG00000036856	Wnt4 Wnt-4	cytoplasm
ENSMUSG00000036862	Dchs1	integral membrane
ENSMUSG00000036867	Smad6 Madh6 Madh7 Msmad6	nucleus
ENSMUSG00000036872	Abcc12 Mrp9	integral membrane
ENSMUSG00000036875	Dna2 Dna2l Kiaa0083	nucleus
ENSMUSG00000036882	Arhgap33 Snx26 Tcgap	cytoplasm
ENSMUSG00000036893	Ehmt1 Euhmtase1 Glp Kmt1d	nucleus
ENSMUSG00000036902	Neto2 Btcl2	integral membrane
ENSMUSG00000036904	Fzd8	integral membrane
ENSMUSG00000036913	Trim67	cytoplasm
ENSMUSG00000036916	Znf280c Kiaa1584 Suhw3 Zfp280c	nucleus
ENSMUSG00000036918	Ttc7a Ttc7	cytoplasm
ENSMUSG00000036923	Stox1	nucleus
ENSMUSG00000036924	Cst13 Cymg1	cytoplasm
ENSMUSG00000036928	Stag3	nucleus
ENSMUSG00000036931	Nfkbid Ikbns	nucleus
ENSMUSG00000036932	Aifm1 Aif Pdcd8	nucleus
ENSMUSG00000036940	Kdm1a Aof2 Kiaa0601 Lsd1	nucleus
ENSMUSG00000036941	Elac1	nucleus
ENSMUSG00000036958	Cst11 Cres2 CSTE1	nucleus
ENSMUSG00000036964	Trim17	cytoplasm
ENSMUSG00000036972	Zic4	nucleus
ENSMUSG00000036977	Anapc10 Apc10	cytoplasm
ENSMUSG00000036980	Taf6 Taf2e	nucleus
ENSMUSG00000036985	Zdhhc9	integral membrane
ENSMUSG00000036986	Pml	nucleus
ENSMUSG00000036989	Trim3 Hac1 Rnf22	cytoplasm
ENSMUSG00000036990	Otud4 Kiaa1046	nucleus
ENSMUSG00000037001	Zfp39 Zfp-39	nucleus
ENSMUSG00000037013	Ss18 Ssxt Syt	nucleus
ENSMUSG00000037016	Frem2 Nv1	integral membrane
ENSMUSG00000037017	Zscan21 Zfp-38 Zfp38 Zipro1 Znf38	nucleus
ENSMUSG00000037022	Mmaa	cytoplasm
ENSMUSG00000037025	Foxa2 Hnf3b Tcf-3b Tcf3b	nucleus
ENSMUSG00000037032	Apbb1 Fe65	nucleus
ENSMUSG00000037034	Pax1 Pax-1	nucleus
ENSMUSG00000037058	Paip2	cytoplasm
ENSMUSG00000037060	Cavin3 Prkcdbp Srbc	cytoplasm
ENSMUSG00000037062	Sh3glb1 Kiaa0491	cytoplasm
ENSMUSG00000037070	Rbmxl1 Rbmxrt	nucleus
ENSMUSG00000037071	Scd1	integral membrane
ENSMUSG00000037085	Trmt12 Tyw2	cytoplasm
ENSMUSG00000037101	Ttc29	cytoplasm
ENSMUSG00000037104	Socs5 Cish5	cytoplasm
ENSMUSG00000037108	Zcwpw1 Gm1053	nucleus
ENSMUSG00000037110	Ralgapa2 Kiaa1272	nucleus
ENSMUSG00000037111	Setd7 Kiaa1717 Set7 Set9	nucleus
ENSMUSG00000037124	Trim58 Gm16	cytoplasm
ENSMUSG00000037126	Psd Efa6a Kiaa2011 Psd1	integral membrane
ENSMUSG00000037134	Prmt9 Prmt10	cytoplasm
ENSMUSG00000037138	Aff3 Laf4	nucleus
ENSMUSG00000037140	Tas2r4 Tas2r108 Tas2r8	integral membrane
ENSMUSG00000037149	Ddx1	nucleus
ENSMUSG00000037152	Ndufc1	integral membrane
ENSMUSG00000037157	Il22ra1	integral membrane
ENSMUSG00000037159	Wee2 Wee1b	nucleus
ENSMUSG00000037166	Ppp1r14a Cpi17	cytoplasm
ENSMUSG00000037169	Mycn Nmyc Nmyc1	nucleus
ENSMUSG00000037172	Dennd11 Kiaa1147 Lchn	cytoplasm
ENSMUSG00000037174	Elf2 Nerf	nucleus
ENSMUSG00000037185	Krt80 Kb20	cytoplasm
ENSMUSG00000037188	Grhl3 Get1 Som Tfcp2l4	nucleus
ENSMUSG00000037190	Cyb561d2 101f6	integral membrane
ENSMUSG00000037197	Rbm17 Spf45	nucleus
ENSMUSG00000037202	Prf1 Pfp	integral membrane
ENSMUSG00000037214	Thap1	nucleus
ENSMUSG00000037216	Lipt1	cytoplasm
ENSMUSG00000037221	Mospd3	integral membrane
ENSMUSG00000037225	Fgf2 Fgf-2	nucleus
ENSMUSG00000037234	Hook3	cytoplasm
ENSMUSG00000037236	Matr3	nucleus
ENSMUSG00000037242	Clic4	nucleus
ENSMUSG00000037251	Pomk Sgk196	integral membrane
ENSMUSG00000037253	Mex3c Rkhd2	nucleus
ENSMUSG00000037257	Aagab	cytoplasm
ENSMUSG00000037260	Hgsnat D8Ertd354e Tmem76	integral membrane
ENSMUSG00000037262	Kin Btcd Kin17	nucleus
ENSMUSG00000037263	Aldh3b3	cytoplasm
ENSMUSG00000037270	Kiaa1109 Fsa Kiaa1371	integral membrane
ENSMUSG00000037275	Gemin5	cytoplasm
ENSMUSG00000037278	Tmem97 S2r	integral membrane
ENSMUSG00000037279	Ovol2 Ovo2 Zfp339 Znf339	nucleus
ENSMUSG00000037280	Galnt6	integral membrane
ENSMUSG00000037286	Stag1 Sa1	nucleus
ENSMUSG00000037287	Tbcel Lrrc35	cytoplasm
ENSMUSG00000037295	Ldlrap1 Arh	cytoplasm
ENSMUSG00000037296	Lsm1	nucleus
ENSMUSG00000037307	Banf2 Bafl	cytoplasm
ENSMUSG00000037316	Bag4 Sodd	nucleus
ENSMUSG00000037321	Tap1 Abcb2 Ham-1 Ham1	integral membrane
ENSMUSG00000037325	Bbs7 Bbs2l1	nucleus
ENSMUSG00000037326	Capn15 Solh	cytoplasm
ENSMUSG00000037331	Larp1 Kiaa0731 Larp	cytoplasm
ENSMUSG00000037335	Hand1 Ehand Hxt Thing1	nucleus
ENSMUSG00000037339	Fam53a Dntnp	nucleus
ENSMUSG00000037341	Slc9a7 Nhe7	integral membrane
ENSMUSG00000037344	Slc12a9 Cip1 Slc12a8	integral membrane
ENSMUSG00000037347	Chst7 Gst5	integral membrane
